"x"
"10.1007/s00426-026-02247-z"
"10.1016/j.appdev.2025.101909"
"10.1111/ijal.12791"
"10.1080/20008066.2026.2616980"
"10.1007/s10668-026-07759-7"
"10.1017/S0954579425101089"
"10.1038/s41598-025-04081-6"
"10.1177/17470218241274661"
"10.1111/aphw.12646"
"10.1177/01461672231181465"
"10.1111/psyp.14728"
"10.3758/s13428-024-02520-2"
"10.1037/xap0000552"
"10.4337/9781035322763.00041"
"10.1016/j.scitotenv.2024.176750"
"10.1007/s10902-024-00812-0"
"10.21437/Interspeech.2024-2122"
"10.3389/fpsyg.2024.1432141"
"10.1080/1612197X.2022.2161099"
"10.1016/j.jesp.2023.104539"
"10.3389/fpsyt.2024.1315854"
"10.1007/s00429-023-02732-w"
"10.1016/j.bpsgos.2023.07.001"
"10.1017/S0142716424000043"
