"x"
"10.1016/j.jbtep.2026.102126"
"10.1007/s10803-024-06718-3"
"10.1249/TJX.0000000000000353"
"10.1080/20008066.2026.2616980"
"10.1111/jifm.70016"
"10.1080/02699931.2026.2700438"
"10.1007/s11229-025-05396-7"
"10.1016/j.semerg.2025.102585"
"10.1111/jopy.12950"
"10.1016/j.bpsc.2024.10.013"
"10.1093/braincomms/fcaf162"
"10.1037/xap0000535"
"10.1007/978-3-031-82487-6_11"
"10.5334/joc.484"
"10.1017/langcog.2024.51"
"10.1016/j.dhjo.2024.101631"
"10.1080/02635143.2022.2093344"
"10.3389/fpsyg.2024.1171873"
