"x"
"10.1162/IMAG.a.1162"
"10.3758/s13421-026-01919-w"
"10.1177/20438087261429311"
"10.1038/s41598-025-96780-3"
"10.3389/fpsyg.2025.1675762"
"10.1007/978-1-0716-4438-6_5"
"10.1016/B978-0-323-90509-1.00037-0"
"10.1080/23735082.2024.2445300"
"10.3390/jcm14020529"
"10.1080/10494820.2024.2372833"
"10.1186/s12936-024-04890-6"
"10.1111/cobi.14296"
"10.1007/s00455-023-10649-z"
"10.1007/s40279-023-01962-6"
"10.1371/journal.pone.0297954"
"10.1093/scan/nsae013"
"10.1080/13825585.2024.2315769"
"10.3389/fpsyg.2024.1335548"
"10.5334/irsp.522"
"10.1007/978-3-031-64892-2_20"
"10.3389/flang.2024.1458887"
