"x"
"10.3758/s13414-026-03246-3"
"10.1016/j.buildenv.2025.114089"
"10.1080/07853890.2026.2654104"
"10.1111/add.70525"
"10.1016/j.jsbmb.2025.106879"
"10.3390/healthcare13233162"
"10.1007/s12369-025-01210-z"
"10.1016/j.socec.2024.102327"
"10.3389/fpsyg.2025.1520111"
"10.1002/9783527844678.ch6"
"10.3390/bs14100937"
"10.1093/cercor/bhae213"
"10.1111/jopy.12890"
"10.1007/s11065-022-09558-z"
"10.1080/07420528.2024.2325022"
"10.1002/bdm.2356"
"10.1080/10888438.2023.2234519"
"10.17223/17267080/91/3"
