"x"
"10.1186/s12905-026-04477-0"
"10.1016/j.cortex.2026.06.026"
"10.1016/j.neuroimage.2026.122143"
"10.1016/j.neubiorev.2026.106883"
"10.3758/s13428-026-03120-y"
"10.1007/s00265-026-03782-w"
"10.1016/j.cognition.2026.106534"
"10.17567/currresdentsci.1555063"
"10.3390/educsci16071037"
"10.3390/environments13070377"
"10.1167/jov.26.7.15"
"10.1111/psyp.70365"
"10.1093/gerona/glag052"
"10.1111/lang.12715"
"10.1016/j.cognition.2025.106339"
"10.1016/j.jml.2025.104703"
"10.2147/JPR.S640983"
"10.1177/10298649261419738"
"10.1080/15248372.2026.2667519"
"10.1080/09515089.2026.2631140"
"10.1007/978-3-032-24807-7_2"
"10.3354/meps15155"
"10.1080/23279095.2026.2702490"
"10.2196/82756"
"10.1007/s11065-026-09709-6"
"10.1186/s40798-025-00908-8"
"10.1057/s41599-025-04806-y"
"10.1093/poq/nfaf038"
"10.4324/9781003541981-20"
"10.1016/j.cogdev.2025.101543"
"10.1016/j.drugalcdep.2024.112506"
"10.1037/xap0000552"
"10.1037/amp0001620"
"10.3389/ebm.2025.10238"
"10.1080/23273798.2025.2457962"
"10.1038/s41598-024-60507-7"
"10.1186/s13229-024-00623-3"
"10.1017/S0272263124000275"
"10.3758/s13421-024-01568-x"
"10.32604/ijmhp.2023.029896"
"10.1371/journal.pone.0296681"
"10.18653/v1/2024.emnlp-main.1203"
