"x"
"10.1007/s00381-026-07316-7"
"10.3390/sports14040134"
"10.1002/ecs2.70571"
"10.1080/03075079.2025.2598598"
"10.1016/j.ress.2024.110710"
"10.2196/54531"
"10.52202/083101-0036"
"10.1093/braincomms/fcaf162"
"10.3389/fnsys.2025.1547276"
"10.1037/xap0000535"
"10.3389/fmed.2025.1652069"
"10.1037/amp0001620"
"10.1038/s41598-024-51181-w"
"10.1038/s41467-024-48657-8"
"10.3389/fpsyt.2024.1288674"
"10.1109/TNSRE.2024.3422614"
"10.1002/jrsm.1667"
