"x"
"10.1016/j.tvjl.2026.106591"
"10.1080/07060661.2026.2632743"
"10.3758/s13421-026-01904-3"
"10.3389/fpsyg.2025.1746734"
"10.1097/JCN.0000000000001288"
"10.1016/j.jesp.2025.104834"
"10.2196/54531"
"10.1080/01650424.2025.2525220"
"10.1080/0144929X.2025.2477053"
"10.1037/per0000701"
"10.1080/10888438.2025.2543241"
"10.1016/j.livsci.2024.105612"
"10.1038/s41598-024-58697-1"
"10.1016/j.concog.2024.103651"
"10.1007/s00122-023-04512-w"
"10.5964/meth.11399"
"10.3389/frai.2024.1465605"
"10.7150/jca.91301"
