"x"
"10.1186/s10195-025-00897-0"
"10.1016/j.psyneuen.2026.107982"
"10.1016/j.biopsycho.2026.109334"
"10.1002/dev.70167"
"10.3390/ijerph23070836"
"10.3390/diagnostics16142266"
"10.1016/j.lanmic.2026.101360"
"10.3390/polysaccharides7010019"
"10.1086/740059"
"10.3389/fspor.2026.1686129"
"10.1177/00936502261449286"
"10.4269/ajtmh.25-0211"
"10.1515/edu-2025-0134"
"10.3389/fpsyt.2025.1704170"
"10.1162/IMAG.a.1231"
"10.1016/j.psycom.2025.100224"
"10.1093/icesjms/fsad097"
"10.3389/fnins.2025.1553548"
"10.1177/01461672231189015"
"10.56499/jppres24.2202_13.4.1045"
"10.1080/00365521.2025.2573725"
"10.70252/NKKY8370"
"10.3389/fpsyg.2025.1625321"
"10.4337/9781035322763.00041"
"10.1186/s12874-024-02435-8"
"10.1038/s41598-024-82004-7"
"10.1007/978-3-031-71739-0_6"
"10.1109/ISWTA62130.2024.10652008"
"10.1080/00913367.2023.2175280"
"10.1109/JBHI.2024.3397589"
"10.3389/fpsyg.2024.1320986"
"10.1037/met0000683"
"10.5334/irsp.522"
"10.1016/j.nicl.2024.103676"
"10.3389/fnins.2024.1491770"
"10.1037/xge0000622"
