"x"
"10.1186/s41235-026-00745-7"
"10.1038/s41598-026-44401-y"
"10.1007/s10055-026-01394-3"
"10.3758/s13421-025-01799-6"
"10.1016/j.lanmic.2026.101360"
"10.1016/j.neuroimage.2026.121843"
"10.1080/07060661.2026.2632743"
"10.1080/00273171.2025.2586631"
"10.1177/17470218251404937"
"10.1037/xlm0001569"
"10.1080/10447318.2026.2701602"
"10.1609/aaai.v40i3.37177"
"10.1515/edu-2025-0134"
"10.2989/00306525.2026.2620766"
"10.1177/03063127251410234"
"10.1186/s40814-025-01721-6"
"10.1038/s41598-025-07880-z"
"10.1038/s41398-025-03678-9"
"10.15443/RL3560"
"10.3758/s13428-024-02539-5"
"10.56499/jppres24.2202_13.4.1045"
"10.1002/bsl.2694"
"10.1037/xge0001879"
"10.2196/73360"
"10.1080/09291016.2025.2453733"
"10.1080/15298868.2025.2550615"
"10.1002/jts.23064"
"10.3758/s13428-024-02507-z"
"10.1038/s41598-024-56139-6"
"10.1111/cdev.14120"
"10.1080/10888438.2023.2260033"
"10.3389/fhort.2024.1423462"
"10.1037/adb0000922"
"10.1080/15248372.2023.2270055"
