"x"
"10.1016/j.bodyim.2025.102024"
"10.1016/j.learninstruc.2025.102260"
"10.1080/07853890.2026.2654104"
"10.1080/09515089.2026.2631140"
"10.1016/j.jesp.2025.104838"
"10.1016/j.tics.2024.09.007"
"10.1080/09654313.2024.2412216"
"10.3389/fphar.2025.1629824"
"10.1016/j.cognition.2024.105966"
"10.1080/03601277.2025.2458142"
"10.1017/langcog.2024.51"
"10.1109/JTEHM.2022.3206333"
