"x"
"10.1186/s41235-026-00745-7"
"10.1007/s10055-026-01394-3"
"10.1080/10413200.2026.2666094"
"10.1080/10503307.2025.2534978"
"10.1016/j.jmbbm.2025.107212"
"10.15443/RL3560"
"10.1167/iovs.65.14.9"
"10.3290/j.jad.b5362103"
