"x"
"10.1016/j.jecp.2026.106606"
"10.1111/bjhp.70093"
"10.1016/j.addicn.2026.100268"
"10.3758/s13428-026-03110-0"
"10.1016/j.rsase.2026.102175"
"10.3389/fpsyt.2026.1721567"
"10.1098/rsos.252007"
"10.1177/00139165261466568"
"10.1080/07060661.2026.2632743"
"10.1007/978-3-032-10951-4_5"
"10.1117/12.3045918"
"10.1186/s12874-024-02442-9"
"10.3758/s13428-023-02110-8"
"10.3389/fpsyg.2024.1320986"
