"x"
"10.3390/jintelligence14060105"
"10.1007/s11263-025-02584-3"
"10.4324/9781003356622"
"10.1007/978-3-031-93838-2_23"
"10.1016/j.ecresq.2023.10.004"
"10.4324/9781003322511-30"
