"x"
"10.1007/s11482-026-10588-5"
"10.3758/s13423-024-02557-6"
"10.4018/979-8-3373-8231-9.ch010"
"10.1080/24725838.2025.2484731"
"10.3390/educsci15010047"
"10.4324/9781003360896-2"
"10.1016/j.ipm.2024.103876"
"10.1080/10941665.2023.2289402"
