"x"
"10.1016/j.dcn.2026.101725"
"10.1080/10447318.2026.2658245"
"10.1007/s11263-025-02584-3"
"10.34190/ecgbl.19.1.3897"
"10.3390/su16188030"
"10.1177/00469580241233430"
