"x"
"10.1016/j.tsc.2026.102318"
"10.3390/educsci16071171"
"10.34314/rjddwh43"
"10.3390/bs16071162"
"10.3389/fpsyg.2026.1813127"
"10.1007/978-3-032-29593-4_26"
"10.1109/VRW70859.2026.00363"
"10.1007/978-3-032-29586-6_37"
"10.1007/978-3-032-29586-6_35"
"10.1002/ase.70317"
"10.1177/00222194261417608"
"10.1016/j.neuroimage.2025.121427"
"10.3390/brainsci15040396"
"10.1080/21548455.2025.2496428"
"10.1007/978-3-031-54896-3_13"
