"x"
"10.1007/978-3-032-30083-6_8"
"10.1109/TLT.2026.3683471"
"10.1007/s11482-026-10588-5"
"10.1007/978-3-031-81706-9_12"
"10.4018/IJGCMS.394881"
"10.1007/978-3-031-75887-4_6"
"10.1080/09523987.2025.2490914"
"10.1109/ICVR66534.2025.11172652"
"10.3389/frobt.2025.1529421"
"10.1016/j.ipm.2024.103876"
"10.18653/v1/2024.findings-emnlp.982"
