"x"
"10.1061/JCEECD.EIENG-2307"
"10.1145/3803784.3816868"
"10.3389/flang.2026.1753250"
"10.1007/978-3-032-12773-0_2"
"10.1177/0145482X251396972"
"10.4324/9781003356622"
"10.1103/PhysRevPhysEducRes.21.010154"
"10.4324/9781003322511-30"
