"x"
"10.1016/j.learninstruc.2026.102372"
"10.1080/02687038.2026.2627314"
"10.1177/00222194261417608"
"10.1038/s44172-025-00556-6"
"10.1007/978-3-031-75887-4_6"
"10.1109/ICVR66534.2025.11172652"
"10.2147/NSS.S498996"
"10.1080/02650487.2024.2419227"
"10.18653/v1/2024.findings-emnlp.982"
