"x"
"10.1108/EDI-07-2025-0477"
"10.1080/00472778.2025.2536578"
"10.1109/TEM.2026.3668118"
"10.4324/9781003488590-7"
"10.4337/9781035301447.vol1.00123"
"10.1080/14742837.2024.2349591"
"10.3389/fpsyg.2025.1661608"
"10.1080/15248372.2025.2484214"
"10.5334/pme.1937"
"10.17234/SocEkol.34.1.1"
