"x"
"10.65696/001c.162396"
"10.4337/9781035328932.00016"
"10.1080/03057925.2025.2500300"
"10.1080/01559982.2025.2510739"
"10.1080/23311983.2026.2688633"
"10.1080/13678868.2026.2678808"
"10.1080/1097198X.2026.2646731"
"10.1080/17516234.2026.2656496"
"10.1177/03616843261442443"
"10.1007/s11199-025-01604-3"
"10.51936/tip.62.4.781"
"10.1558/jwpm.33050"
"10.7764/cdi.61.89480"
"10.18267/j.cebr.387"
"10.1016/j.joep.2024.102785"
"10.4324/9781003416265-12"
"10.1108/GM-03-2024-0129"
"10.1016/j.emj.2025.07.002"
"10.3389/feduc.2025.1474864"
"10.1007/s11199-024-01509-7"
"10.1080/15614263.2023.2231593"
