"x"
"10.1016/j.rssm.2026.101154"
"10.29393/RAN12-5VEMH20005"
"10.1080/10696679.2025.2541365"
"10.1080/13683500.2025.2452896"
"10.1080/10447318.2025.2530084"
"10.3390/bs16010035"
"10.29333/ejmste/18965"
"10.1016/j.chbr.2025.100860"
"10.5465/amj.2023.1110"
"10.1080/07294360.2025.2476537"
"10.1080/15378020.2023.2229587"
"10.3389/feduc.2025.1607412"
"10.1504/IJMIE.2025.149062"
"10.24384/nj11-x985"
"10.1016/j.newideapsych.2024.101126"
"10.1002/job.70009"
"10.1057/s41599-024-03323-8"
"10.5771/0038-6073-2024-1-78"
"10.1080/13629395.2023.2194154"
"10.1108/EDI-08-2023-0266"
