"x"
"10.1177/15480518261465466"
"10.1080/03043797.2026.2653623"
"10.4324/9781003488590-7"
"10.4324/9781003488590-6"
"10.1108/IJLM-09-2025-0606"
"10.4018/979-8-3373-6147-5.ch005"
"10.1177/17456916251360739"
"10.1177/00332941241227161"
"10.1080/10963758.2023.2295547"
"10.2118/228718-MS"
"10.1007/978-3-031-80422-9_4"
"10.1080/19331681.2025.2592128"
"10.1080/14719037.2021.2000220"
"10.3390/bs15010059"
"10.1037/cou0000810"
"10.1016/j.newideapsych.2024.101126"
"10.1080/19378629.2023.2272807"
"10.1080/02568543.2023.2280790"
