"x"
"10.1016/j.jbvi.2026.e00647"
"10.1111/1468-5973.70203"
"10.1016/j.jebo.2026.107692"
"10.1016/j.edurev.2026.100815"
"10.1192/bjo.2026.12036"
"10.1016/j.electstud.2026.103045"
"10.1007/s10869-026-10139-7"
"10.34891/j000-sx47(externallink"
"10.1080/00344893.2026.2697733"
"10.1177/09593535261460095"
"10.1007/s10869-026-10138-8"
"10.1093/9780197816981.001.0001"
"10.1007/s10551-026-06341-5"
"10.1080/13683500.2026.2697491"
"10.1027/1866-5888/a000388"
"10.1080/15350770.2026.2667480"
"10.1109/TLA.2026.11613858"
"10.1093/9780197768914.003.0006"
"10.1007/s10869-026-10137-9"
"10.1007/s10551-026-06406-5"
"10.1007/s12115-026-01260-7"
"10.1080/15332861.2026.2623232"
"10.1080/15358593.2026.2621084"
"10.4324/9781003538813"
"10.1080/14413523.2025.2573545"
"10.1007/s10490-026-10161-6"
"10.1080/2331186X.2026.2621465"
"10.1002/mar.70229"
"10.1002/job.70116"
"10.1007/978-3-032-18151-0_8"
"10.1002/ejsp.70102"
"10.1080/09669582.2025.2537759"
"10.1080/1097198X.2026.2646731"
"10.1002/pits.70192"
"10.1177/03616843261442443"
"10.1002/jad.70232"
"10.54695/comma.222.0037"
"10.1016/j.ibusrev.2025.102445"
"10.1016/j.jesp.2024.104680"
"10.1080/19359705.2024.2446183"
"10.1080/19359705.2024.2421546"
"10.7764/Horiz_Enferm.36.2.712-723"
"10.3389/fpsyg.2025.1661608"
"10.1111/gwao.13154"
"10.1108/GM-07-2024-0395"
"10.1108/JSM-08-2024-0415"
"10.1016/j.ijer.2024.102532"
"10.1037/bul0000477"
"10.3389/fpubh.2024.1459536"
"10.1080/08856257.2023.2200106"
"10.1080/00918369.2023.2233658"
"10.1037/abn0000886"
"10.4324/9781003401711"
