"x"
"10.3390/socsci15010031"
"10.1525/collabra.147309"
"10.1080/15534510.2026.2629038"
"10.1177/08862605261447037"
"10.1080/13678868.2026.2678808"
"10.1038/s41598-025-00884-9"
"10.1016/j.actpsy.2025.105581"
"10.1111/bjso.12812"
"10.1016/j.jesp.2024.104680"
"10.1177/01461672251347735"
"10.1080/0144929X.2025.2450008"
"10.3389/fpsyg.2025.1661608"
"10.1007/978-3-662-70444-8_45"
"10.4324/9781032712031-21"
"10.3389/feduc.2025.1654082"
"10.4102/the.v10i0.446"
"10.1108/IJEBR-02-2024-0164"
"10.1080/15295192.2024.2426679"
"10.3389/fpsyg.2024.1345923"
"10.4337/9781803928241.00009"
