"x"
"10.1080/23311975.2025.2597708"
"10.1080/01402382.2026.2647384"
"10.1111/caim.70079"
"10.1177/0095327X261442807"
"10.1080/02614367.2024.2379417"
"10.1007/s11846-026-00978-2"
"10.1177/14761270231184225"
"10.1080/0144929X.2025.2450008"
"10.1007/9789819609864_14"
"10.1108/EDI-03-2024-0101"
"10.4018/979-8-3693-9000-9.ch013"
"10.4324/9781003617556"
"10.1007/s11199-024-01509-7"
"10.1037/pspi0000466"
"10.1017/S0020818324000080"
"10.1080/1068316X.2022.2118748"
"10.1177/00936502241279625"
