"x"
"10.1177/00031224261457151"
"10.1073/pnas.2602128123"
"10.14267/VEZTUD.2026.06.01"
"10.1080/03601277.2026.2677190"
"10.1007/978-3-032-23069-0"
"10.1007/s10551-026-06406-5"
"10.1016/j.emj.2026.05.001"
"10.1108/EDI-06-2025-0444"
"10.1016/j.wsif.2025.103213"
"10.1002/csr.70677"
"10.4018/979-8-3373-7113-9.ch004"
"10.1080/07421222.2025.2602398"
"10.1080/13504622.2026.2618476"
"10.1177/19485506231221913"
"10.2118/228718-MS"
"10.1080/00224545.2025.2529850"
"10.1108/SASBE-06-2025-0343"
"10.1108/JSM-08-2024-0415"
"10.1037/pspi0000496"
"10.1177/01461672251406462"
"10.1080/13527266.2025.2579240"
"10.1080/00224545.2025.2580295"
"10.1017/awf.2025.10028"
"10.1007/978-3-031-69308-3_11"
"10.1080/08985626.2025.2458015"
"10.1016/j.joep.2024.102775"
"10.1080/09575146.2022.2120459"
"10.4018/979-8-3693-3763-9.ch006"
"10.1016/j.jbusres.2023.114348"
"10.1080/10911359.2023.2239863"
