"x"
"10.1177/02662426251389373"
"10.3389/fpsyg.2026.1730375"
"10.1080/15534510.2026.2629038"
"10.1177/0095327X261442807"
"10.1177/10422587261444752"
"10.1016/j.jbusres.2025.115326"
"10.1108/SASBE-06-2025-0343"
"10.3389/fpsyg.2025.1433194"
"10.1017/S1743923X25100111"
"10.1080/00036846.2025.2546110"
"10.3389/fpsyg.2025.1586457"
"10.4337/9781035336005.00031"
"10.1057/s41599-024-03323-8"
