"x"
"10.1007/s12144-026-09226-y"
"10.1080/13668803.2024.2398584"
"10.1080/00472778.2025.2536578"
"10.1080/15299732.2025.2599756"
"10.1080/26379112.2025.2585114"
"10.1080/10641734.2026.2657273"
"10.15826/jtr.2025.11.2.211"
"10.1177/01461672251347735"
"10.18267/j.cebr.387"
"10.1007/978-3-662-70444-8_45"
"10.1108/EDI-04-2025-0296"
"10.1080/1554477X.2025.2507549"
"10.1108/MD-08-2024-1866"
"10.1080/13527266.2023.2278058"
"10.1016/j.leaqua.2024.101842"
"10.1017/S1743923X24000370"
"10.15366/riejs2024.13.2.006"
"10.1080/19359705.2023.2239732"
