"x"
"10.1016/j.techsoc.2026.103485"
"10.1017/psrm.2025.10077"
"10.1080/00472778.2025.2536578"
"10.1108/MD-03-2025-0736"
"10.1080/14413523.2025.2573545"
"10.1007/s11109-026-10182-3"
"10.1482/118880"
"10.1177/03128962231184664"
"10.1037/sah0000613"
"10.4018/979-8-3373-3073-0.ch001"
"10.1080/07294360.2025.2476537"
"10.1111/gove.12859"
"10.1080/14479338.2025.2610188"
"10.1177/08862605251381850"
"10.3389/fpsyg.2025.1569973"
"10.1037/apl0001217"
"10.1108/IJEBR-02-2024-0164"
"10.1016/j.newideapsych.2024.101126"
"10.1002/job.70038"
"10.1080/01933922.2023.2281670"
