"x"
"10.1002/pad.70053"
"10.1108/SL-12-2025-0421"
"10.1177/01492063261449761"
"10.1080/08911762.2025.2606977"
"10.3390/HEALTHCARE13151914"
"10.3389/fpsyg.2025.1593536"
"10.3102/00346543251379479"
"10.1007/s43076-025-00451-1"
"10.3389/fpsyg.2025.1544411"
"10.1017/pls.2025.6"
"10.1080/13691066.2025.2493049"
"10.1002/job.70009"
"10.1057/s41599-024-03323-8"
