"x"
"10.1093/bjr/tqaf310"
"10.1037/xge0001862"
"10.3390/socsci15010031"
"10.1080/02646838.2025.2462076"
"10.1525/collabra.147309"
"10.3389/fsoc.2026.1845411"
"10.1177/08862605261447037"
"10.1108/JMD-03-2025-0138"
"10.1016/j.trd.2025.104964"
"10.1016/j.jesp.2024.104680"
"10.1371/journal.pone.0312392"
"10.1080/16081625.2024.2333751"
"10.3389/fpsyg.2025.1661608"
"10.1037/pspi0000496"
"10.4324/9781032712031-21"
"10.1080/0144929X.2025.2469666"
"10.1016/j.joep.2024.102775"
"10.47909/ijsmc.100"
"10.1016/j.jbusres.2023.114348"
