"x"
"10.1016/j.wsif.2026.103388"
"10.1016/j.neubiorev.2026.106841"
"10.1177/10519815261424803"
"10.3390/bs16071244"
"10.3390/socsci15070490"
"10.34314/pdp5x597"
"10.3390/bs16071188"
"10.3390/jtaer21070235"
"10.1080/08952841.2026.2700786"
"10.1080/23311975.2025.2597708"
"10.1080/10447318.2025.2520935"
"10.1080/21599165.2025.2555812"
"10.1080/00208825.2025.2567861"
"10.1080/23750472.2023.2235363"
"10.1080/15256480.2025.2481634"
"10.24072/pcjournal.757"
"10.1002/mar.70229"
"10.1007/s10803-026-07397-y"
"10.1111/1467-8551.70095"
"10.1111/ejed.70063"
"10.3389/fpsyg.2025.1656654"
"10.1016/j.jbusres.2024.114935"
"10.5465/AMPROC.2025.199bp"
"10.1177/14748851251337311"
"10.24251/hicss.2025.784"
"10.3389/feduc.2025.1607412"
"10.1108/IJLM-08-2025-0520"
"10.1108/ECAM-10-2024-1359"
"10.4337/9781035316595.00032"
"10.1016/j.jsp.2024.101350"
"10.1016/j.leaqua.2023.101771"
"10.1111/ajes.12554"
"10.1080/19378629.2023.2272807"
"10.32444/IJSW.2024.85.1.67-88"
"10.1080/10410236.2023.2289765"
"10.1080/0142159X.2023.2284660"
"10.3389/fpubh.2024.1459696"
