"x"
"10.1017/psrm.2025.10077"
"10.1080/09589236.2026.2642074"
"10.1080/02646838.2025.2462076"
"10.1177/00332941261450504"
"10.1080/21599165.2025.2555812"
"10.1080/15534510.2026.2629038"
"10.1177/01461672261442993"
"10.1007/s11187-025-01047-w"
"10.1080/09585192.2025.2452969"
"10.1016/j.ijhm.2024.103951"
"10.1080/13540602.2024.2411971"
"10.4324/9781003431923-35"
"10.1080/10826084.2025.2478606"
"10.1017/pls.2025.6"
"10.1002/job.70038"
"10.1080/01933922.2023.2281670"
"10.32444/IJSW.2024.85.1.67-88"
"10.1017/S0142716424000018"
"10.1080/02673843.2024.2398044"
"10.1111/gwao.13053"
